User Device Type,Duration(sec),Paket Loss Rate(Reliability),Packet Delay Budget( Latency(ms)),Bandwidth(GHz),Delay Rate(Mbps),Speed(Mbps),Jitter(ps),Modulation Type,Slice Type
TansportationDevices,100,0.01,10,38,1700,1490,3.70E+07,fOFDM,URLLC
TansportationDevices,600,0.01,50,40,1700,2415,7.70E+07,fOFDM,URLLC
TansportationDevices,100,1.00E-06,15,40,300,1703,2.00E+07,fOFDM,URLLC
TansportationDevices,100,1.00E-05,20,29,300,2969,7.50E+06,fOFDM,URLLC
TansportationDevices,120,0.01,15,45,10500,1146,3.30E+07,fOFDM,URLLC
TansportationDevices,180,0.0001,25,40,900,965,4.30E+07,fOFDM,URLLC
TansportationDevices,300,0.01,50,29,900,1025,1.90E+07,fOFDM,URLLC
TansportationDevices,100,0.01,50,38,1700,1241,4.30E+07,fOFDM,URLLC
TansportationDevices,600,1.00E-05,28,38,10500,2795,1.90E+07,fOFDM,URLLC
TansportationDevices,60,1.00E-06,28,50,300,2332,4.30E+07,fOFDM,URLLC
TansportationDevices,100,1.00E-05,50,40,1000,1760,7.50E+06,fOFDM,URLLC
TansportationDevices,600,0.01,10,38,900,1739,3.70E+07,fOFDM,URLLC
TansportationDevices,600,1.00E-06,20,60,1700,1803,4.50E+07,fOFDM,URLLC
TansportationDevices,180,0.0001,20,50,900,1608,1.90E+07,fOFDM,URLLC
TansportationDevices,600,0.0001,40,50,10500,763,7.50E+07,fOFDM,URLLC
TansportationDevices,240,0.0001,28,38,1000,896,4.50E+07,fOFDM,URLLC
TansportationDevices,100,1.00E-05,28,29,900,521,3.30E+07,fOFDM,URLLC
TansportationDevices,100,0.01,50,40,900,2676,1.00E+07,fOFDM,URLLC
TansportationDevices,120,0.01,18,40,900,2666,4.50E+07,fOFDM,URLLC
TansportationDevices,240,0.01,40,50,1700,670,4.50E+07,fOFDM,URLLC
TansportationDevices,60,1.00E-06,25,30,900,1702,1.90E+07,fOFDM,URLLC
TansportationDevices,180,1.00E-05,20,40,1000,1137,3.30E+07,fOFDM,URLLC
TansportationDevices,240,1.00E-06,50,29,1700,363,3.30E+07,fOFDM,URLLC
TansportationDevices,60,1.00E-06,20,45,10500,663,7.70E+07,fOFDM,URLLC
TansportationDevices,300,0.0001,40,50,10000,827,7.50E+06,fOFDM,URLLC
TansportationDevices,100,0.0001,20,50,17500,1607,1.00E+07,fOFDM,URLLC
TansportationDevices,600,0.01,40,60,1000,410,7.70E+07,fOFDM,URLLC
TansportationDevices,600,0.01,25,38,17500,509,2.00E+07,fOFDM,URLLC
TansportationDevices,100,0.01,50,40,10000,2869,4.30E+07,fOFDM,URLLC
TansportationDevices,300,0.01,50,29,10000,759,4.30E+07,fOFDM,URLLC
TansportationDevices,60,1.00E-06,25,40,10000,340,3.30E+07,fOFDM,URLLC
TansportationDevices,600,1.00E-06,28,50,1000,816,7.50E+07,fOFDM,URLLC
TansportationDevices,180,1.00E-06,40,50,17500,2208,1.90E+07,fOFDM,URLLC
TansportationDevices,300,1.00E-06,18,38,1700,2352,1.90E+07,fOFDM,URLLC
TansportationDevices,600,1.00E-06,50,50,1700,1044,7.70E+07,fOFDM,URLLC
TansportationDevices,180,1.00E-06,25,38,1000,2902,1.00E+07,fOFDM,URLLC
TansportationDevices,240,1.00E-06,40,60,10500,2726,7.70E+07,fOFDM,URLLC
TansportationDevices,600,1.00E-06,40,60,17500,2375,1.00E+07,fOFDM,URLLC
TansportationDevices,120,1.00E-06,20,29,1700,210,1.90E+07,fOFDM,URLLC
TansportationDevices,120,1.00E-05,50,50,300,2417,3.30E+07,fOFDM,eMBB
TansportationDevices,240,1.00E-05,40,38,1700,1304,6.50E+07,fOFDM,eMBB
TansportationDevices,60,0.01,40,45,1700,375,4.50E+07,fOFDM,eMBB
TansportationDevices,100,1.00E-06,20,45,10500,1725,4.50E+07,fOFDM,eMBB
TansportationDevices,600,1.00E-06,50,40,10000,1157,6.50E+07,fOFDM,eMBB
TansportationDevices,300,1.00E-06,50,50,900,1406,1.90E+07,fOFDM,eMBB
TansportationDevices,240,0.01,40,50,900,465,3.70E+07,fOFDM,eMBB
TansportationDevices,240,0.01,40,40,10500,938,4.50E+07,fOFDM,eMBB
TansportationDevices,60,0.01,10,38,10000,292,4.50E+07,fOFDM,eMBB
TansportationDevices,240,0.01,28,50,1700,467,1.80E+07,fOFDM,eMBB
TansportationDevices,60,0.01,40,38,10500,2184,3.30E+07,fOFDM,eMBB
TansportationDevices,100,0.01,20,50,10500,2844,1.00E+07,fOFDM,eMBB
PersonalComputers,100,0.0001,15,40,900,1678,1.80E+07,fOFDM,eMBB
PersonalComputers,300,1.00E-06,10,50,1000,2223,2.00E+07,fOFDM,eMBB
PersonalComputers,240,0.001,40,38,1700,1523,2.00E+07,fOFDM,eMBB
PersonalComputers,100,0.01,50,50,900,1286,1.80E+07,fOFDM,eMBB
PersonalComputers,60,1.00E-06,15,50,1000,349,4.50E+07,fOFDM,eMBB
PersonalComputers,240,0.01,20,60,300,1967,4.50E+07,fOFDM,eMBB
PersonalComputers,240,1.00E-06,15,29,900,2340,7.50E+07,fOFDM,eMBB
PersonalComputers,240,0.01,20,40,300,1528,4.50E+07,fOFDM,eMBB
PersonalComputers,600,0.0001,28,40,1000,1738,7.50E+07,fOFDM,eMBB
PersonalComputers,300,0.01,50,40,1700,1896,7.70E+07,fOFDM,eMBB
PersonalComputers,60,1.00E-06,50,30,10500,2342,3.30E+07,fOFDM,eMBB
PersonalComputers,600,0.0001,25,50,900,929,1.80E+07,fOFDM,eMBB
PersonalComputers,60,0.01,18,40,300,561,6.50E+07,fOFDM,eMBB
PersonalComputers,300,0.01,40,40,1000,137,3.30E+07,fOFDM,eMBB
PersonalComputers,300,1.00E-06,50,38,1000,936,3.30E+07,fOFDM,URLLC
PersonalComputers,240,0.0001,15,60,1000,268,7.50E+07,fOFDM,URLLC
PersonalComputers,300,0.01,40,40,1700,1767,7.70E+07,fOFDM,URLLC
PersonalComputers,300,0.01,50,38,17500,2321,4.50E+07,fOFDM,URLLC
PersonalComputers,100,0.01,20,38,1000,282,4.50E+07,fOFDM,URLLC
PersonalComputers,100,1.00E-06,40,38,1700,112,4.50E+07,fOFDM,URLLC
PersonalComputers,300,0.0001,15,50,1700,1353,3.30E+07,fOFDM,URLLC
PersonalComputers,100,1.00E-06,20,38,300,709,6.50E+07,fOFDM,URLLC
PersonalComputers,60,1.00E-06,28,50,10500,1202,4.50E+07,fOFDM,URLLC
PersonalComputers,240,0.0001,50,29,17500,1097,7.70E+07,fOFDM,URLLC
PersonalComputers,120,0.001,50,50,10500,82,3.30E+07,fOFDM,URLLC
PersonalComputers,600,1.00E-05,50,40,17500,1826,1.90E+07,fOFDM,URLLC
PersonalComputers,240,0.01,50,38,900,2885,7.70E+07,fOFDM,URLLC
PersonalComputers,120,0.01,40,60,10000,1569,4.50E+07,fOFDM,URLLC
PersonalComputers,60,1.00E-05,28,38,17500,2576,4.30E+07,fOFDM,URLLC
PersonalComputers,60,1.00E-05,15,50,10500,1578,7.70E+07,fOFDM,URLLC
PersonalComputers,100,0.01,28,60,10000,2700,4.50E+07,fOFDM,URLLC
PersonalComputers,240,0.01,10,40,300,2020,1.80E+07,fOFDM,URLLC
PersonalComputers,100,1.00E-05,28,60,300,2392,1.90E+07,fOFDM,URLLC
PersonalComputers,100,0.01,10,29,1000,1151,4.30E+07,fOFDM,URLLC
PersonalComputers,240,0.01,20,60,900,721,1.90E+07,fOFDM,URLLC
PersonalComputers,100,0.0001,15,29,17500,1555,3.70E+07,fOFDM,URLLC
PersonalComputers,600,0.0001,20,38,300,213,4.50E+07,fOFDM,URLLC
PersonalComputers,100,0.01,40,30,1000,1863,3.30E+07,fOFDM,URLLC
PersonalComputers,100,0.001,10,40,1000,625,7.70E+07,fOFDM,URLLC
PersonalComputers,600,0.0001,10,30,1700,2183,5.00E+07,fOFDM,URLLC
PersonalComputers,60,0.01,25,50,300,1365,2.00E+07,fOFDM,URLLC
PersonalComputers,240,0.0001,20,38,900,944,2.00E+07,fOFDM,URLLC
PersonalComputers,60,0.001,25,50,1000,2075,4.50E+07,fOFDM,URLLC
PersonalComputers,240,1.00E-06,28,38,1700,977,1.90E+07,fOFDM,URLLC
PersonalComputers,300,0.01,28,50,17500,1354,3.30E+07,fOFDM,URLLC
PersonalComputers,180,0.01,20,30,300,2909,4.30E+07,fOFDM,URLLC
PersonalComputers,600,1.00E-05,10,40,900,1964,3.30E+07,fOFDM,URLLC
PersonalComputers,300,0.01,40,60,900,2952,6.50E+07,fOFDM,URLLC
PersonalComputers,180,0.01,50,50,300,1183,6.50E+07,fOFDM,URLLC
PersonalComputers,60,1.00E-05,20,29,300,2315,7.50E+07,fOFDM,URLLC
PersonalComputers,300,0.001,25,40,900,1448,4.30E+07,fOFDM,URLLC
PersonalComputers,100,0.001,50,60,10000,813,3.30E+07,fOFDM,URLLC
PersonalComputers,60,0.01,50,29,10500,649,4.50E+07,fOFDM,URLLC
PersonalComputers,300,0.01,50,40,1000,587,3.30E+07,fOFDM,URLLC
PersonalComputers,240,0.01,25,50,900,2225,5.00E+07,fOFDM,URLLC
PersonalComputers,600,0.01,10,38,300,1672,7.50E+07,fOFDM,URLLC
PersonalComputers,100,0.01,20,50,1000,1234,4.50E+07,fOFDM,URLLC
PersonalComputers,240,0.001,10,60,17500,1882,1.80E+07,fOFDM,URLLC
PersonalComputers,600,0.01,15,40,1000,1422,1.80E+07,fOFDM,URLLC
PersonalComputers,300,0.001,20,45,1000,175,3.30E+07,fOFDM,URLLC
PersonalComputers,100,0.01,10,45,10500,2645,1.80E+07,fOFDM,URLLC
PersonalComputers,300,1.00E-06,10,60,900,2077,7.70E+07,fOFDM,URLLC
PersonalComputers,240,0.01,50,29,1000,1613,4.30E+07,fOFDM,URLLC
PersonalComputers,100,0.001,50,50,300,2329,1.90E+07,fOFDM,URLLC
PersonalComputers,100,1.00E-06,20,40,10000,1266,1.00E+07,fOFDM,URLLC
PersonalComputers,60,0.01,40,50,10500,1288,4.50E+07,fOFDM,URLLC
PersonalComputers,600,0.001,40,29,10500,1073,7.70E+07,fOFDM,URLLC
PersonalComputers,60,1.00E-05,40,29,900,2588,4.50E+07,fOFDM,URLLC
PersonalComputers,60,0.01,50,40,10000,1951,3.70E+07,fOFDM,URLLC
PersonalComputers,60,1.00E-05,10,45,1700,1822,2.00E+07,fOFDM,URLLC
PersonalComputers,180,0.01,15,29,300,755,4.50E+07,fOFDM,URLLC
PersonalComputers,180,1.00E-05,50,60,10500,1258,4.50E+07,fOFDM,URLLC
PersonalComputers,100,1.00E-06,15,30,10500,684,7.50E+07,fOFDM,URLLC
PersonalComputers,240,0.01,10,30,900,2803,1.00E+07,fOFDM,URLLC
PersonalComputers,600,0.0001,15,50,10500,2038,7.70E+07,fOFDM,URLLC
PersonalComputers,300,0.0001,10,38,10000,1059,4.30E+07,fOFDM,URLLC
PersonalComputers,600,0.01,50,38,10000,623,3.30E+07,fOFDM,URLLC
PersonalComputers,240,1.00E-06,50,50,10500,333,4.50E+07,fOFDM,URLLC
PersonalComputers,60,0.01,50,30,1000,1068,3.30E+07,fOFDM,URLLC
PersonalComputers,240,0.01,25,40,1700,695,1.00E+07,fOFDM,URLLC
PersonalComputers,240,0.01,15,30,10000,1713,7.50E+06,fOFDM,URLLC
PersonalComputers,240,0.01,40,60,1700,1096,4.50E+07,fOFDM,URLLC
PersonalComputers,120,1.00E-05,28,60,10500,1939,1.00E+07,fOFDM,URLLC
PersonalComputers,180,1.00E-05,10,50,10500,419,1.90E+07,fOFDM,URLLC
PersonalComputers,300,0.0001,50,60,1700,160,4.50E+07,fOFDM,URLLC
PersonalComputers,60,1.00E-05,40,50,10500,1532,1.00E+07,fOFDM,URLLC
PersonalComputers,240,1.00E-06,20,29,900,2118,1.00E+07,fOFDM,URLLC
PersonalComputers,240,1.00E-06,10,50,10500,676,7.70E+07,fOFDM,URLLC
PersonalComputers,600,1.00E-06,25,60,1000,2055,7.50E+07,fOFDM,URLLC
PersonalComputers,100,0.01,25,29,300,1282,7.50E+07,fOFDM,URLLC
PersonalComputers,600,1.00E-05,50,40,1000,2930,2.00E+07,fOFDM,URLLC
PersonalComputers,600,0.01,50,50,300,1210,3.70E+07,fOFDM,URLLC
PersonalComputers,120,1.00E-05,10,50,1700,1852,4.50E+07,fOFDM,URLLC
PersonalComputers,600,1.00E-06,25,38,1700,2962,7.50E+07,fOFDM,URLLC
PersonalComputers,600,1.00E-05,50,38,300,2594,4.30E+07,fOFDM,mMTC
PersonalComputers,240,1.00E-05,10,30,1700,2244,7.70E+07,fOFDM,mMTC
PersonalComputers,600,0.0001,18,50,300,2113,1.00E+07,fOFDM,mMTC
PersonalComputers,300,0.01,18,40,10000,2945,4.50E+07,fOFDM,mMTC
PersonalComputers,600,0.0001,10,40,300,740,4.50E+07,fOFDM,mMTC
PersonalComputers,300,0.01,40,38,1700,2571,4.50E+07,fOFDM,mMTC
PersonalComputers,100,0.01,25,45,1700,2195,1.80E+07,fOFDM,mMTC
PersonalComputers,600,0.01,20,29,1000,505,7.50E+07,fOFDM,mMTC
PersonalComputers,60,1.00E-05,28,60,10500,435,4.30E+07,fOFDM,mMTC
PersonalComputers,100,0.0001,40,50,10500,1772,7.70E+07,fOFDM,mMTC
PersonalComputers,240,0.01,28,50,1700,2733,1.90E+07,fOFDM,mMTC
PersonalComputers,300,0.0001,40,60,900,2790,1.90E+07,fOFDM,mMTC
PersonalComputers,300,1.00E-06,18,50,1700,727,1.90E+07,fOFDM,mMTC
PersonalComputers,60,0.01,25,40,900,2787,7.50E+06,fOFDM,mMTC
PersonalComputers,100,0.01,15,40,10500,1327,3.30E+07,fOFDM,mMTC
PersonalComputers,120,0.01,20,38,300,1005,3.30E+07,fOFDM,mMTC
PersonalComputers,180,0.01,28,50,10000,928,7.70E+07,fOFDM,mMTC
PersonalComputers,120,1.00E-06,20,45,10500,1331,4.30E+07,fOFDM,mMTC
PersonalComputers,60,0.001,50,60,1700,1020,4.50E+07,fOFDM,mMTC
PersonalComputers,300,1.00E-05,15,60,900,1901,1.80E+07,fOFDM,mMTC
PersonalComputers,300,0.01,25,40,1000,1933,7.50E+07,fOFDM,mMTC
PersonalComputers,600,0.01,28,50,1700,1116,1.00E+07,fOFDM,mMTC
PersonalComputers,60,0.0001,50,40,1700,1941,1.00E+07,fOFDM,mMTC
PersonalComputers,100,1.00E-06,25,40,1000,1927,2.00E+07,fOFDM,mMTC
PersonalComputers,60,0.001,40,29,300,2807,4.50E+07,fOFDM,mMTC
PersonalComputers,600,0.001,20,45,300,2526,4.30E+07,fOFDM,mMTC
PersonalComputers,240,0.01,10,45,1000,1119,7.50E+07,fOFDM,mMTC
PersonalComputers,100,1.00E-06,40,50,1000,909,2.00E+07,fOFDM,mMTC
PersonalComputers,180,0.01,25,60,300,1571,7.50E+07,fOFDM,mMTC
PersonalComputers,240,1.00E-05,50,29,1700,796,7.50E+07,fOFDM,mMTC
PersonalComputers,240,0.0001,10,30,1700,2581,4.50E+07,fOFDM,mMTC
PersonalComputers,180,0.01,25,29,17500,1920,4.50E+07,fOFDM,mMTC
PersonalComputers,240,1.00E-06,15,50,300,2542,1.00E+07,fOFDM,mMTC
Industry,100,0.01,50,45,900,192,4.50E+07,fOFDM,mMTC
Industry,300,0.01,25,38,17500,1635,2.00E+07,fOFDM,mMTC
Industry,120,1.00E-05,20,50,300,1445,1.90E+07,fOFDM,mMTC
Industry,240,1.00E-05,40,50,10500,185,1.80E+07,fOFDM,mMTC
Industry,300,1.00E-06,50,60,17500,987,1.00E+07,fOFDM,mMTC
Industry,60,1.00E-06,50,40,10500,2006,1.80E+07,fOFDM,mMTC
Industry,300,0.01,50,29,1700,1676,1.90E+07,fOFDM,mMTC
Industry,300,1.00E-05,28,40,900,1071,2.00E+07,fOFDM,mMTC
Industry,120,0.01,50,29,10500,1347,4.50E+07,fOFDM,mMTC
Industry,120,1.00E-05,20,29,10000,228,3.70E+07,fOFDM,mMTC
Industry,240,0.01,20,60,10500,2000,1.00E+07,fOFDM,mMTC
Industry,300,0.01,10,50,300,165,1.90E+07,fOFDM,mMTC
Industry,300,1.00E-06,28,50,900,2822,7.50E+06,fOFDM,mMTC
Industry,60,0.01,20,50,300,2432,1.80E+07,fOFDM,mMTC
Industry,600,0.0001,50,50,10000,2152,1.00E+07,fOFDM,mMTC
Industry,300,0.01,18,40,1000,537,1.80E+07,fOFDM,mMTC
Industry,180,1.00E-05,50,45,10500,2016,1.00E+07,fOFDM,mMTC
Industry,240,1.00E-06,20,38,900,784,1.00E+07,fOFDM,mMTC
Industry,100,0.01,20,38,300,1925,6.50E+07,fOFDM,mMTC
Industry,100,1.00E-05,10,40,900,2057,2.00E+07,fOFDM,mMTC
Industry,60,0.01,28,50,10500,2000,1.00E+07,fOFDM,mMTC
Industry,100,1.00E-05,50,29,10000,1870,3.30E+07,fOFDM,mMTC
Industry,60,0.0001,10,38,10500,1411,6.50E+07,fOFDM,mMTC
Industry,100,0.01,25,38,1000,2884,3.70E+07,fOFDM,mMTC
Industry,180,0.01,40,50,1000,1691,6.50E+07,fOFDM,mMTC
Industry,600,1.00E-06,50,29,1000,855,1.90E+07,fOFDM,URLLC
Industry,60,0.01,20,38,300,2029,1.90E+07,fOFDM,URLLC
Industry,600,0.01,50,29,900,2284,1.80E+07,fOFDM,URLLC
Industry,240,0.01,50,45,10500,2906,7.70E+07,fOFDM,URLLC
Industry,60,0.0001,28,40,1700,671,4.50E+07,fOFDM,URLLC
Industry,120,1.00E-06,40,60,1700,178,1.90E+07,fOFDM,URLLC
Industry,60,0.01,20,60,1000,1246,3.70E+07,fOFDM,URLLC
Industry,60,1.00E-06,50,38,10500,1404,4.50E+07,fOFDM,URLLC
Industry,60,1.00E-06,10,60,900,2995,4.50E+07,fOFDM,URLLC
Industry,240,0.0001,28,50,10500,1135,3.30E+07,fOFDM,URLLC
Industry,60,0.001,25,38,10500,113,4.30E+07,fOFDM,URLLC
Industry,180,0.01,15,29,900,1158,7.50E+07,fOFDM,URLLC
Industry,600,0.0001,40,38,1000,89,4.50E+07,fOFDM,URLLC
Industry,180,1.00E-06,20,60,1000,2347,3.70E+07,fOFDM,URLLC
Industry,300,0.01,28,60,900,2641,4.50E+07,fOFDM,URLLC
Industry,600,0.01,20,38,10500,1432,4.50E+07,fOFDM,URLLC
Industry,100,0.001,50,38,10000,633,4.50E+07,fOFDM,URLLC
Industry,240,0.01,28,30,300,401,7.50E+07,fOFDM,URLLC
Industry,100,1.00E-06,40,60,900,1470,4.30E+07,fOFDM,URLLC
Industry,60,0.01,20,40,17500,455,7.50E+06,fOFDM,URLLC
Industry,180,1.00E-05,25,60,900,1898,7.70E+07,fOFDM,URLLC
Industry,60,0.01,15,38,10000,163,2.00E+07,fOFDM,URLLC
Industry,60,1.00E-06,25,50,300,1028,4.50E+07,fOFDM,URLLC
Industry,60,0.01,25,38,300,1700,6.50E+07,fOFDM,URLLC
Industry,120,0.01,50,50,1700,2343,7.50E+06,fOFDM,URLLC
Industry,600,1.00E-06,10,30,10500,2512,7.50E+06,fOFDM,URLLC
Industry,120,0.001,18,60,10500,2718,1.80E+07,fOFDM,URLLC
Industry,600,1.00E-06,50,40,300,1618,3.70E+07,fOFDM,URLLC
Industry,120,1.00E-05,25,38,1000,1187,1.90E+07,fOFDM,URLLC
Industry,300,0.01,28,60,10500,2001,1.80E+07,fOFDM,URLLC
Industry,180,0.0001,50,60,300,866,4.50E+07,fOFDM,URLLC
Industry,240,0.01,15,40,10000,2427,1.90E+07,fOFDM,URLLC
Industry,600,1.00E-05,40,30,10500,605,4.30E+07,fOFDM,URLLC
Industry,100,0.01,50,29,1000,513,4.30E+07,fOFDM,URLLC
Industry,240,0.01,20,38,1000,1102,7.50E+07,fOFDM,URLLC
Industry,240,0.01,20,40,1700,1982,6.50E+07,fOFDM,URLLC
Industry,600,1.00E-05,50,50,10000,2591,6.50E+07,fOFDM,URLLC
Industry,60,1.00E-05,28,50,1000,1380,4.50E+07,fOFDM,URLLC
Industry,180,0.01,28,50,1700,2918,1.90E+07,fOFDM,URLLC
Industry,240,1.00E-05,20,60,300,863,1.00E+07,fOFDM,URLLC
Industry,60,1.00E-06,50,40,900,106,7.50E+07,fOFDM,URLLC
Industry,60,1.00E-06,50,60,900,1359,7.50E+07,fOFDM,URLLC
Industry,180,1.00E-06,20,50,900,2286,4.50E+07,fOFDM,URLLC
Industry,240,0.01,25,29,1000,1671,7.50E+06,fOFDM,URLLC
Industry,240,1.00E-06,15,60,1700,2301,1.00E+07,fOFDM,URLLC
Industry,60,0.01,25,50,300,1079,7.50E+07,fOFDM,URLLC
Industry,240,0.01,40,50,10000,1328,4.50E+07,fOFDM,URLLC
Industry,100,1.00E-05,50,38,17500,901,7.50E+06,fOFDM,URLLC
Industry,300,1.00E-06,50,45,300,1843,1.00E+07,fOFDM,URLLC
Industry,60,1.00E-06,50,29,10500,2982,1.00E+07,fOFDM,URLLC
Industry,600,1.00E-05,15,29,900,963,1.80E+07,fOFDM,URLLC
Industry,240,0.001,40,50,17500,888,1.00E+07,fOFDM,URLLC
Industry,60,0.01,20,50,1000,1661,1.80E+07,fOFDM,URLLC
Industry,300,0.01,10,40,17500,527,1.90E+07,fOFDM,URLLC
Industry,300,1.00E-05,28,40,1700,2522,6.50E+07,fOFDM,URLLC
Industry,100,0.01,40,29,1000,903,4.50E+07,fOFDM,URLLC
Industry,600,0.01,20,50,1000,2424,7.50E+06,fOFDM,URLLC
Industry,60,0.001,28,29,300,536,7.70E+07,fOFDM,URLLC
Industry,180,0.01,50,50,300,356,1.90E+07,fOFDM,URLLC
Industry,60,1.00E-05,28,60,1000,659,3.70E+07,fOFDM,URLLC
Industry,100,1.00E-05,20,45,900,2000,1.90E+07,fOFDM,URLLC
Industry,600,1.00E-05,50,38,900,2951,3.70E+07,fOFDM,URLLC
Industry,180,1.00E-05,15,30,1700,1509,7.50E+07,fOFDM,URLLC
Industry,240,0.01,20,29,1700,1121,1.00E+07,fOFDM,URLLC
Industry,240,0.01,20,60,900,390,3.70E+07,fOFDM,URLLC
Industry,300,0.01,28,38,1700,2465,3.30E+07,fOFDM,URLLC
Industry,240,0.01,20,50,1000,172,4.50E+07,fOFDM,URLLC
Industry,100,0.01,25,60,1700,2506,6.50E+07,fOFDM,URLLC
Industry,100,0.001,20,38,1000,2503,4.50E+07,fOFDM,URLLC
Industry,600,1.00E-05,28,40,1700,2872,7.50E+06,fOFDM,URLLC
Industry,300,0.01,40,60,10000,1272,1.80E+07,fOFDM,URLLC
Industry,240,1.00E-06,25,29,900,2061,7.70E+07,fOFDM,URLLC
Industry,600,1.00E-05,50,30,17500,1414,1.90E+07,fOFDM,URLLC
Industry,240,0.01,28,50,900,1673,4.30E+07,fOFDM,URLLC
Industry,300,0.0001,15,50,10000,890,7.70E+07,fOFDM,URLLC
Industry,180,0.01,20,50,17500,1136,4.50E+07,fOFDM,URLLC
Industry,600,1.00E-06,15,50,10500,1141,4.50E+07,fOFDM,URLLC
Industry,60,0.01,10,45,300,2098,3.30E+07,fOFDM,URLLC
Industry,600,1.00E-06,28,29,1700,555,6.50E+07,fOFDM,URLLC
Industry,100,0.0001,50,40,10000,2330,1.00E+07,fOFDM,URLLC
Industry,300,0.01,50,38,10000,992,3.30E+07,fOFDM,URLLC
Industry,600,0.01,28,38,1700,2814,3.30E+07,fOFDM,URLLC
Industry,240,1.00E-05,15,40,1000,1537,3.70E+07,fOFDM,URLLC
Industry,240,0.0001,40,38,900,1350,4.30E+07,fOFDM,URLLC
Industry,60,0.01,50,50,10500,1620,1.90E+07,fOFDM,URLLC
Industry,100,0.0001,20,45,10500,1480,1.90E+07,fOFDM,URLLC
Industry,240,0.01,20,40,300,318,1.90E+07,fOFDM,URLLC
Industry,600,1.00E-06,25,50,17500,1610,7.70E+07,fOFDM,URLLC
Industry,240,0.01,20,60,1700,1991,7.50E+07,fOFDM,URLLC
Industry,600,0.01,40,50,300,2868,1.80E+07,fOFDM,URLLC
Industry,100,0.001,20,50,1000,1891,1.80E+07,fOFDM,URLLC
Industry,600,1.00E-06,50,29,1700,2681,7.50E+07,fOFDM,URLLC
Industry,600,1.00E-05,20,40,900,2258,3.30E+07,fOFDM,URLLC
Industry,240,1.00E-06,50,45,1700,2002,3.30E+07,fOFDM,URLLC
Industry,300,1.00E-05,10,38,300,2915,4.50E+07,fOFDM,URLLC
Industry,180,1.00E-05,20,50,900,1659,7.50E+07,fOFDM,URLLC
Industry,100,1.00E-05,25,50,10000,352,7.70E+07,fOFDM,URLLC
Industry,600,0.01,50,50,900,1542,4.50E+07,fOFDM,URLLC
Industry,60,1.00E-05,50,50,300,617,7.70E+07,fOFDM,URLLC
Industry,240,1.00E-06,25,40,17500,302,6.50E+07,fOFDM,URLLC
Industry,120,0.01,25,40,10000,2313,6.50E+07,fOFDM,URLLC
Industry,180,0.0001,20,38,1700,1521,7.50E+06,fOFDM,URLLC
Industry,600,0.01,50,50,300,601,1.80E+07,fOFDM,URLLC
Industry,60,1.00E-06,20,50,900,2971,3.30E+07,fOFDM,URLLC
Industry,60,0.0001,40,60,1000,321,7.50E+06,fOFDM,URLLC
Industry,240,0.01,20,38,10000,2464,4.50E+07,fOFDM,URLLC
Industry,600,0.01,28,60,10500,2494,1.90E+07,fOFDM,URLLC
Industry,120,0.0001,15,29,10000,2162,1.90E+07,fOFDM,URLLC
Industry,180,0.01,28,30,1700,2654,4.50E+07,fOFDM,URLLC
Industry,240,1.00E-06,15,50,900,1145,4.30E+07,fOFDM,URLLC
Industry,240,0.01,40,38,1000,1853,2.00E+07,fOFDM,URLLC
Industry,120,0.01,25,29,1700,2050,1.00E+07,fOFDM,URLLC
Industry,600,1.00E-06,25,40,10500,2053,3.30E+07,fOFDM,URLLC
Industry,180,1.00E-06,50,40,1000,906,7.50E+06,fOFDM,URLLC
Industry,60,0.01,15,40,10500,2031,1.00E+07,fOFDM,URLLC
Industry,600,0.01,25,38,17500,367,5.00E+07,fOFDM,URLLC
Industry,180,0.01,50,45,10500,1413,1.90E+07,fOFDM,URLLC
Industry,180,0.01,28,40,300,164,3.70E+07,fOFDM,URLLC
Industry,600,0.01,25,38,300,138,3.70E+07,fOFDM,URLLC
Industry,100,0.001,28,50,10500,103,7.50E+07,fOFDM,URLLC
Industry,60,0.01,50,38,10500,1284,3.70E+07,fOFDM,URLLC
Industry,240,0.01,40,50,10000,2102,4.50E+07,fOFDM,URLLC
Industry,60,1.00E-06,28,50,10500,1055,1.90E+07,fOFDM,URLLC
Industry,300,0.01,28,60,1000,2140,7.70E+07,fOFDM,URLLC
Industry,100,1.00E-05,50,40,300,2000,2.00E+07,fOFDM,URLLC
Industry,120,0.01,25,30,1700,133,6.50E+07,fOFDM,URLLC
Industry,60,1.00E-06,40,50,900,1212,1.80E+07,fOFDM,URLLC
Industry,300,0.01,50,40,300,88,1.90E+07,fOFDM,URLLC
Industry,600,0.01,40,40,1700,2198,7.50E+07,fOFDM,URLLC
Industry,60,1.00E-05,25,40,1000,1230,3.30E+07,fOFDM,URLLC
Industry,240,0.01,40,45,1000,231,4.30E+07,fOFDM,URLLC
Industry,300,0.0001,40,40,1000,2000,3.30E+07,fOFDM,URLLC
Industry,600,1.00E-05,25,40,10500,1596,7.50E+06,fOFDM,URLLC
Industry,60,0.01,25,40,17500,220,3.70E+07,fOFDM,URLLC
Industry,600,0.01,25,40,1700,1928,1.90E+07,fOFDM,URLLC
Industry,60,1.00E-06,40,29,300,2000,4.30E+07,fOFDM,URLLC
Industry,600,1.00E-06,25,50,300,1949,6.50E+07,fOFDM,URLLC
Industry,100,1.00E-06,50,60,1000,669,7.70E+07,fOFDM,URLLC
